Term,Asymptomatic,Symptomatic
Positive Regulation Of Interleukin-1 Beta Production,1.0,2.0494478783248837
Positive Regulation Of Interleukin-1 Production,1.0,2.015176174673966
Positive Regulation Of Interleukin-6 Production,1.0,1.986387943607195
Positive Regulation Of Intracellular Protein Transport,1.0,2.144037780401417
Positive Regulation Of Intracellular Signal Transduction,1.0,1.7259294928656512
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway,1.0,2.1421830764391316
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator,1.0,3.9727758872143903
Positive Regulation Of JUN Kinase Activity,1.0,1.8265636263054665
Positive Regulation Of Kinase Activity,1.0,1.5982431730172835
Positive Regulation Of Leukocyte Apoptotic Process,1.0,3.678496191865176
Positive Regulation Of Lipid Biosynthetic Process,1.0,2.006452468290096
Positive Regulation Of Lipid Metabolic Process,1.0,2.7879129033083436
Positive Regulation Of MAP Kinase Activity,1.0,1.592462908377076
Positive Regulation Of MAPK Cascade,1.0,1.391027971713722
Positive Regulation Of MHC Class II Biosynthetic Process,1.0,3.9727758872143903
Positive Regulation Of Macromolecule Biosynthetic Process,1.0,2.004611686209096
Positive Regulation Of Macromolecule Metabolic Process,1.0,1.8328839156698455
Positive Regulation Of Metabolic Process,1.0,1.8599138048756505
Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle,1.0,3.6116144429221726
Positive Regulation Of Microtubule Nucleation,1.0,3.7835960830613233
Positive Regulation Of Microtubule Polymerization,1.0,2.60122230710466
Positive Regulation Of Mitochondrial Fission,1.0,2.726414824558895
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway,1.0,3.678496191865176
Positive Regulation Of Mitochondrion Organization,1.0,2.2070977151191054
Positive Regulation Of Mitotic Cell Cycle Phase Transition,1.0,2.6934073811622987
Positive Regulation Of Mitotic Metaphase/Anaphase Transition,1.0,3.6116144429221726
Positive Regulation Of Mitotic Nuclear Division,1.0,2.336926992479053
Positive Regulation Of Mitotic Sister Chromatid Separation,1.0,3.0899368011667474
Positive Regulation Of Monooxygenase Activity,1.0,2.3030584853416753
Positive Regulation Of Multicellular Organismal Process,1.0,1.5642537204242204
Positive Regulation Of Muscle Hypertrophy,1.0,2.8376970622959927
Positive Regulation Of Myelination,1.0,3.0096787024351435
Positive Regulation Of Myeloid Cell Apoptotic Process,1.0,3.7835960830613233
Positive Regulation Of NIK/NF-kappaB Signaling,1.0,1.9128180197698914
Positive Regulation Of Neurogenesis,1.0,1.712403399661375
Positive Regulation Of Neuroinflammatory Response,1.0,3.678496191865176
Positive Regulation Of Neuron Apoptotic Process,1.0,3.3106465726786585
Positive Regulation Of Neuron Death,1.0,2.4278074866310155
Positive Regulation Of Nitric Oxide Biosynthetic Process,1.0,2.801316330728095
Positive Regulation Of Nitric Oxide Metabolic Process,1.0,2.697563874034462
Positive Regulation Of Nitrogen Compound Metabolic Process,1.0,2.5115249861700164
"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay",1.0,4.414195430238211
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening,1.0,3.310646572678658
Positive Regulation Of Nucleic Acid-Templated Transcription,1.0,1.7078732319374028
Positive Regulation Of Nucleocytoplasmic Transport,1.0,4.115938982249142
Positive Regulation Of Organelle Assembly,1.0,1.8176098830392635
Positive Regulation Of Osteoblast Differentiation,1.0,1.820855614973262
Positive Regulation Of Peptidyl-Lysine Acetylation,1.0,2.6485172581429266
Positive Regulation Of Peptidyl-Serine Phosphorylation,1.0,1.919215404451396
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation,1.0,1.7389254725180832
Positive Regulation Of Phosphatase Activity,1.0,2.317452600875061
Positive Regulation Of Phosphate Metabolic Process,1.0,2.383665532328634
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling,1.0,1.7956049207748657
Positive Regulation Of Phospholipase Activity,1.0,2.5749473343056235
Positive Regulation Of Phosphorylation,1.0,1.9312105007292173
Positive Regulation Of Pinocytosis,1.0,4.414195430238211
Positive Regulation Of Programmed Cell Death,1.0,2.0559266387410844
Positive Regulation Of Proteasomal Protein Catabolic Process,1.0,1.7983759160229746
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process,1.0,1.7000617535376892
Positive Regulation Of Protein Binding,1.0,2.246510174317661
Positive Regulation Of Protein Catabolic Process,1.0,1.7600905829430842
Positive Regulation Of Protein Dephosphorylation,1.0,2.0691541079241613
Positive Regulation Of Protein Export From Nucleus,1.0,3.6116144429221726
Positive Regulation Of Protein Import Into Nucleus,1.0,3.9125823131656867
Positive Regulation Of Protein Kinase Activity,1.0,1.7367326282904434
Positive Regulation Of Protein Kinase B Signaling,1.0,2.086160854016689
Positive Regulation Of Protein Localization To Cell Periphery,1.0,1.891798041530662
Positive Regulation Of Protein Localization To Membrane,1.0,1.9061298448755912
Positive Regulation Of Protein Localization To Nucleus,1.0,2.3121976063152534
Positive Regulation Of Protein Localization To Plasma Membrane,1.0,2.0017862997591886
Positive Regulation Of Protein Metabolic Process,1.0,1.5969001115273527
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal,1.0,2.50806558536262
Positive Regulation Of Protein Modification Process,1.0,1.937080441460917
Positive Regulation Of Protein Phosphorylation,1.0,1.6977674731685428
Positive Regulation Of Protein Serine/Threonine Kinase Activity,1.0,1.8430403600479128
Positive Regulation Of Protein Ubiquitination,1.0,2.5539273560663935
Positive Regulation Of Protein-Containing Complex Assembly,1.0,1.674349990780011
Positive Regulation Of Receptor Binding,1.0,4.965969859017988
Positive Regulation Of Receptor Recycling,1.0,3.310646572678658
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT,1.0,2.60122230710466
Positive Regulation Of Receptor Signaling Pathway Via STAT,1.0,2.8376970622959927
Positive Regulation Of Release Of Cytochrome C From Mitochondria,1.0,2.383665532328634
Positive Regulation Of Response To Endoplasmic Reticulum Stress,1.0,2.5749473343056235
Positive Regulation Of Response To External Stimulus,1.0,1.7578654368205264
Positive Regulation Of SMAD Protein Signal Transduction,1.0,2.336926992479053
Positive Regulation Of Signal Transduction,1.0,1.2805331083002356
Positive Regulation Of Signal Transduction By P53 Class Mediator,1.0,3.115902656638737
Positive Regulation Of Signaling Receptor Activity,1.0,2.2070977151191054
Positive Regulation Of Small Molecule Metabolic Process,1.0,2.2832045328818333
Positive Regulation Of Smooth Muscle Cell Apoptotic Process,1.0,4.138308215848323
Positive Regulation Of Smooth Muscle Cell Proliferation,1.0,3.3106465726786585
Positive Regulation Of T Cell Apoptotic Process,1.0,3.310646572678658
Positive Regulation Of Tau-Protein Kinase Activity,1.0,3.9727758872143903
Positive Regulation Of Telomerase Activity,1.0,2.2070977151191054
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening,1.0,1.9223109131682532
Positive Regulation Of Transcription By RNA Polymerase II,1.0,1.626136225874908
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus,1.0,3.8624210014584346
Positive Regulation Of Transferase Activity,1.0,1.8689133878024682
Positive Regulation Of Translation,1.0,2.2782944156068186
Positive Regulation Of Translational Initiation,1.0,3.724477394263491
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,1.0,1.8571919797953447
Positive Regulation Of Tumor Necrosis Factor Production,1.0,1.986387943607195
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production,1.0,1.891798041530662
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process,1.0,1.9047555623630639
Positive Regulation Of Ubiquitin-Protein Transferase Activity,1.0,2.291986088777533
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation,1.0,2.6485172581429266
Positive Regulation Of Vascular Endothelial Growth Factor Production,1.0,3.0096787024351435
Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway,1.0,3.310646572678658
Positive Regulation Of Vasculature Development,1.0,2.232761642039095
Positive Regulation Of Vasculogenesis,1.0,3.310646572678658
Positive Regulation Of Viral Genome Replication,1.0,2.801316330728095
Positive Regulation Of Viral Process,1.0,2.9621574597651152
Positive Regulation Of Wnt Signaling Pathway,1.0,1.4713984767460702
Positive Regulation Of Wound Healing,1.0,2.135901014631392
Positive Regulation Of mRNA Catabolic Process,1.0,1.8478027382392512
Positive Regulation Of miRNA Metabolic Process,1.0,3.310646572678658
Positive Regulation Of miRNA Transcription,1.0,3.4761789013125917
Positive Regulation Of miRNA-mediated Gene Silencing,1.0,2.9427969534921408
Postreplication Repair,1.0,2.439423790394801
Proteasomal Protein Catabolic Process,1.0,1.7996335215586552
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process,1.0,1.7272938640062565
Protein Autophosphorylation,1.0,1.6080283353010627
Protein Deacetylation,1.0,2.207097715119106
Protein Destabilization,1.0,2.8090334556061345
Protein Export From Nucleus,1.0,2.878823106677094
Protein Import Into Nucleus,1.0,2.272981229003258
Protein K48-linked Ubiquitination,1.0,1.85006720237925
Protein Kinase B Signaling,1.0,3.0096787024351435
Protein Localization,1.0,1.3517518878065111
Protein Localization To Cell-Cell Junction,1.0,2.6485172581429266
Protein Localization To Cytoplasmic Stress Granule,1.0,4.414195430238211
Protein Localization To Nucleus,1.0,1.729887398336596
Protein Localization To Plasma Membrane,1.0,1.431630950347528
Protein Modification By Small Protein Conjugation,1.0,1.5539769626859008
Protein Modification Process,1.0,1.416439620229239
Protein Monoubiquitination,1.0,1.7341482047364398
Protein Phosphorylation,1.0,1.7752742491175413
Protein Polyubiquitination,1.0,1.7904517178772335
Protein Stabilization,1.0,1.4756024723939165
Protein Targeting To Vacuole,1.0,1.8622386971317455
Protein Transport,1.0,1.3293715967512758
Protein Ubiquitination,1.0,1.6313330937836867
Protein-Containing Complex Assembly,1.0,1.4991607121563737
Protein-Containing Complex Disassembly,1.0,2.0772684377591584
Protein-Containing Complex Organization,1.0,1.444645777168869
Pulmonary Valve Development,1.0,2.7879129033083436
Pulmonary Valve Morphogenesis,1.0,2.336926992479053
Purine-Containing Compound Biosynthetic Process,1.0,2.482984929508994
RNA Biosynthetic Process,1.0,2.1282727967219945
RNA Metabolic Process,1.0,1.448407875546913
RNA Processing,1.0,1.384845625172772
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile",1.0,1.2815406087788355
RNA Transport,1.0,2.1421830764391316
Radial Glial Cell Differentiation,1.0,3.9727758872143903
Ras Protein Signal Transduction,1.0,1.6833796132264365
Receptor Signaling Pathway Via JAK-STAT,1.0,2.1282727967219945
Receptor Signaling Pathway Via STAT,1.0,2.383665532328634
Regulation Of Actin Cytoskeleton Organization,1.0,1.6338255813219351
Regulation Of Actin Filament-Based Process,1.0,1.6281868390222909
Regulation Of Activated T Cell Proliferation,1.0,2.2070977151191054
Regulation Of Actomyosin Structure Organization,1.0,3.0096787024351435
Regulation Of Adipose Tissue Development,1.0,3.3106465726786585
"Regulation Of Alternative mRNA Splicing, Via Spliceosome",1.0,2.159117330007821
Regulation Of Amyloid-Beta Formation,1.0,2.801316330728095
Regulation Of Anatomical Structure Morphogenesis,1.0,1.655323286339329
Regulation Of Angiogenesis,1.0,2.0115320947920963
Regulation Of Anoikis,1.0,3.8333802420489724
Regulation Of Apoptotic Process,1.0,1.9675962936120241
Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process,1.0,3.7835960830613233
Regulation Of Astrocyte Differentiation,1.0,3.3106465726786585
Regulation Of Attachment Of Spindle Microtubules To Kinetochore,1.0,3.678496191865176
Regulation Of Autophagy,1.0,2.047163098081489
Regulation Of Axonogenesis,1.0,1.891798041530662
Regulation Of B Cell Apoptotic Process,1.0,3.3106465726786585
Regulation Of BMP Signaling Pathway,1.0,1.655323286339329
Regulation Of Bicellular Tight Junction Assembly,1.0,3.3106465726786585
Regulation Of Blood Vessel Endothelial Cell Migration,1.0,2.7087108321916293
Regulation Of Calcidiol 1-Monooxygenase Activity,1.0,5.297034516285853
Regulation Of Canonical Wnt Signaling Pathway,1.0,1.5833527086724017
Regulation Of Cardiac Muscle Cell Differentiation,1.0,3.678496191865176
Regulation Of Cardiac Muscle Cell Proliferation,1.0,3.4848911291354296
Regulation Of Cardiac Muscle Hypertrophy,1.0,3.136402016221887
Regulation Of Cell Adhesion,1.0,1.3996229412950425
Regulation Of Cell Adhesion Mediated By Integrin,1.0,2.482984929508994
Regulation Of Cell Cycle,1.0,1.6168273959593449
Regulation Of Cell Cycle G1/S Phase Transition,1.0,1.891798041530662
Regulation Of Cell Cycle Process,1.0,1.968492556727851
Regulation Of Cell Differentiation,1.0,1.9544780971235451
Regulation Of Cell Fate Commitment,1.0,2.758872143898882
Regulation Of Cell Fate Specification,1.0,3.3106465726786585
Regulation Of Cell Growth,1.0,1.8867125629243966
Regulation Of Cell Junction Assembly,1.0,2.207097715119106
Regulation Of Cell Killing,1.0,3.7835960830613233
Regulation Of Cell Migration,1.0,1.6416429286009877
Regulation Of Cell Migration Involved In Sprouting Angiogenesis,1.0,2.452330794576784
Regulation Of Cell Morphogenesis,1.0,2.0548840795936503
Regulation Of Cell Population Proliferation,1.0,1.5764983679422182
Regulation Of Cell-Matrix Adhesion,1.0,1.9078302283232949
Regulation Of Cellular Catabolic Process,1.0,1.8058072214610863
Regulation Of Cellular Component Organization,1.0,1.388335659510405
Regulation Of Cellular Response To Hypoxia,1.0,4.414195430238211
Regulation Of Cellular Response To Stress,1.0,1.5228974234321828
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus,1.0,2.207097715119106
Regulation Of Cellular Senescence,1.0,2.4278074866310155
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production,1.0,3.0096787024351435
Regulation Of Chemokine Production,1.0,3.103731161886242
Regulation Of Cold-Induced Thermogenesis,1.0,1.5764983679422182
Regulation Of Complement-Dependent Cytotoxicity,1.0,3.310646572678658
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity,1.0,3.7835960830613233
Regulation Of Cyclin-Dependent Protein Kinase Activity,1.0,2.6485172581429266
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity,1.0,2.8376970622959927
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,1.0,2.3264002943147326
Regulation Of Cytokine Production,1.0,1.5279907258516885
Regulation Of Cytokinesis,1.0,1.6051619746320769
Regulation Of Cytoplasmic Translation,1.0,4.030352349347932
Regulation Of Cytoskeleton Organization,1.0,1.4713984767460702
Regulation Of DNA Binding,1.0,2.3647475519133274
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator",1.0,3.0347593582887695
Regulation Of DNA Metabolic Process,1.0,1.3699227197291002
Regulation Of DNA Repair,1.0,1.5150416519037928
Regulation Of DNA-templated Transcription,1.0,1.4065524436871915
Regulation Of DNA-templated Transcription Elongation,1.0,1.7764445024129383
Regulation Of ERK1 And ERK2 Cascade,1.0,1.3582139785348342
Regulation Of Embryonic Development,1.0,1.5650329252662747
Regulation Of Endodeoxyribonuclease Activity,1.0,4.414195430238211
Regulation Of Endoplasmic Reticulum Unfolded Protein Response,1.0,4.138308215848323
Regulation Of Endothelial Cell Apoptotic Process,1.0,2.37687446243596
Regulation Of Endothelial Cell Development,1.0,4.138308215848323
Regulation Of Endothelial Cell Differentiation,35.95705521472393,1.0
Regulation Of Endothelial Cell Migration,1.0,1.7895386879344097
Regulation Of Epidermal Cell Differentiation,1.0,2.6485172581429266
Regulation Of Epidermal Growth Factor-Activated Receptor Activity,1.0,2.482984929508994
Regulation Of Epithelial Cell Proliferation,1.0,2.003812399252872
Regulation Of Epithelial To Mesenchymal Transition,1.0,2.147446425521292
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation,1.0,3.7835960830613233
Regulation Of Erythrocyte Differentiation,1.0,2.006452468290096
Regulation Of Establishment Of Endothelial Barrier,1.0,3.531356344190568
Regulation Of Extrinsic Apoptotic Signaling Pathway,1.0,1.7166315562037486
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand,1.0,2.758872143898882
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors,1.0,2.2832045328818333
Regulation Of Fat Cell Differentiation,1.0,2.241053064582476
Regulation Of Fibroblast Migration,1.0,2.8968157510938264
Regulation Of Fibroblast Proliferation,1.0,2.522397388707549
Regulation Of Focal Adhesion Assembly,1.0,2.1620549046064705
Regulation Of G1/S Transition Of Mitotic Cell Cycle,1.0,1.9723000858511157
Regulation Of G2/M Transition Of Mitotic Cell Cycle,1.0,2.77667131902081
Regulation Of GTPase Activity,1.0,1.4273446301369066
Regulation Of Gene Expression,1.0,1.4919222752414554
Regulation Of Glial Cell Proliferation,1.0,4.138308215848323
Regulation Of Glycolytic Process,1.0,1.9474391603992107
Regulation Of Helicase Activity,1.0,3.7835960830613233
Regulation Of Hyaluronan Biosynthetic Process,1.0,3.9727758872143903
Regulation Of I-kappaB kinase/NF-kappaB Signaling,1.0,1.4676062126307454
Regulation Of IRE1-mediated Unfolded Protein Response,1.0,2.546651209752814
Regulation Of Immature T Cell Proliferation In Thymus,1.0,3.9727758872143903
Regulation Of Inflammatory Response,1.0,1.8125327604609414
Regulation Of Innate Immune Response,1.0,1.5812043332196575
Regulation Of Insulin Receptor Signaling Pathway,1.0,1.9684925567278506
Regulation Of Interleukin-1 Beta Production,1.0,1.8452784175585963
Regulation Of Intracellular Signal Transduction,1.0,1.5791368589345902
Regulation Of Intrinsic Apoptotic Signaling Pathway,1.0,1.9562911565828434
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage,1.0,2.8376970622959927
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator,1.0,3.6116144429221726
Regulation Of JUN Kinase Activity,1.0,1.7764445024129383
Regulation Of Kinase Activity,1.0,1.6786376988229819
Regulation Of Lipid Kinase Activity,1.0,3.0096787024351435
Regulation Of Lipid Storage,1.0,2.7879129033083436
Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane,1.0,3.9727758872143903
Regulation Of MAP Kinase Activity,1.0,1.6727477419850063
Regulation Of MAPK Cascade,1.0,1.7550415566007342
Regulation Of MHC Class II Biosynthetic Process,1.0,3.7835960830613233
Regulation Of Macroautophagy,1.0,1.961864635661427
Regulation Of Macromolecule Metabolic Process,1.0,1.655323286339329
Regulation Of Membrane Protein Ectodomain Proteolysis,1.0,2.317452600875061
Regulation Of Microtubule Nucleation,1.0,4.138308215848323
Regulation Of Microtubule Polymerization,1.0,1.891798041530662
Regulation Of Mitochondrial Fission,1.0,2.758872143898882
Regulation Of Mitotic Cell Cycle,1.0,1.7735606639349955
Regulation Of Mitotic Cell Cycle Phase Transition,1.0,1.7656781720952843
Regulation Of Mitotic Metaphase/Anaphase Transition,1.0,1.9128180197698914
Regulation Of Mitotic Nuclear Division,1.0,1.8539620807000488
Regulation Of Mitotic Sister Chromatid Segregation,1.0,3.7835960830613233
Regulation Of Mitotic Spindle Organization,1.0,1.9474391603992107
Regulation Of Monooxygenase Activity,1.0,3.310646572678658
Regulation Of Morphogenesis Of A Branching Structure,1.0,3.9727758872143903
Regulation Of Myeloid Cell Differentiation,1.0,2.522397388707549
Regulation Of Necroptotic Process,1.0,2.9427969534921408
Regulation Of Neurogenesis,1.0,1.9407238529495585
Regulation Of Neuron Apoptotic Process,1.0,2.110082430938046
Regulation Of Neuron Differentiation,1.0,1.5812043332196575
Regulation Of Nitric Oxide Biosynthetic Process,1.0,2.613668346851572
Regulation Of Nitric Oxide Mediated Signal Transduction,1.0,3.9727758872143903
Regulation Of Nitric-Oxide Synthase Activity,1.0,2.758872143898882
Regulation Of Nitric-Oxide Synthase Biosynthetic Process,1.0,3.9727758872143903
Regulation Of Nitrogen Compound Metabolic Process,1.0,3.310646572678658
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay",1.0,4.0988957566497675
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening,1.0,3.310646572678658
Regulation Of Nucleic Acid-Templated Transcription,1.0,1.232250585364265
Regulation Of Nucleocytoplasmic Transport,1.0,3.0899368011667474
Regulation Of Osteoblast Differentiation,1.0,1.8539620807000485
Regulation Of Peptidyl-Serine Phosphorylation,1.0,1.961864635661427
Regulation Of Peptidyl-Tyrosine Phosphorylation,1.0,1.865152998692202
Regulation Of Phosphatidylinositol 3-Kinase Signaling,1.0,1.7895386879344097
Regulation Of Phosphoprotein Phosphatase Activity,1.0,2.6485172581429266
Regulation Of Phosphorylation,1.0,2.147446425521292
Regulation Of Programmed Cell Death,1.0,1.400658165364048
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process,1.0,1.6051619746320769
Regulation Of Protein Binding,1.0,1.78265584682697
Regulation Of Protein Catabolic Process,1.0,1.573376588995798
Regulation Of Protein Deacetylation,1.0,2.336926992479053
Regulation Of Protein Dephosphorylation,1.0,2.207097715119106
Regulation Of Protein Export From Nucleus,1.0,2.522397388707549
Regulation Of Protein Import Into Nucleus,1.0,3.103731161886242
Regulation Of Protein Kinase Activity,1.0,1.689105394223805
Regulation Of Protein Kinase B Signaling,1.0,1.875056465941895
Regulation Of Protein Localization To Nucleus,1.0,1.6905429307295277
Regulation Of Protein Localization To Plasma Membrane,1.0,1.7526952443592898
Regulation Of Protein Metabolic Process,1.0,1.7550415566007342
Regulation Of Protein Modification By Small Protein Conjugation Or Removal,1.0,2.60122230710466
Regulation Of Protein Modification Process,1.0,2.0994344119425636
Regulation Of Protein Phosphorylation,1.0,1.7535844859850427
Regulation Of Protein Serine/Threonine Kinase Activity,1.0,2.1620549046064705
Regulation Of Protein Ubiquitination,1.0,2.0478226222754587
Regulation Of Protein-Containing Complex Assembly,1.0,1.689105394223805
Regulation Of RNA Export From Nucleus,1.0,3.0096787024351435
Regulation Of RNA Metabolic Process,1.0,1.5764983679422182
Regulation Of RNA Splicing,1.0,1.9935076136559664
Regulation Of Receptor Binding,1.0,2.9427969534921408
Regulation Of Receptor Signaling Pathway Via JAK-STAT,1.0,2.4637369843190013
Regulation Of Receptor-Mediated Endocytosis,1.0,1.891798041530662
Regulation Of Release Of Cytochrome C From Mitochondria,1.0,2.2070977151191054
Regulation Of Rhodopsin Mediated Signaling Pathway,1.0,4.414195430238211
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity,1.0,2.1067750917046006
Regulation Of Signal Transduction By P53 Class Mediator,1.0,2.522397388707549
Regulation Of Skeletal Muscle Cell Differentiation,1.0,4.414195430238211
Regulation Of Smooth Muscle Cell Proliferation,1.0,3.022764262010949
Regulation Of Stem Cell Differentiation,1.0,2.3647475519133274
Regulation Of Stem Cell Population Maintenance,1.0,1.873950890195467
Regulation Of Stem Cell Proliferation,1.0,2.8376970622959927
Regulation Of Stress Fiber Assembly,1.0,1.655323286339329
Regulation Of Stress Granule Assembly,1.0,4.965969859017988
Regulation Of Stress-Activated MAPK Cascade,1.0,2.257259026826358
Regulation Of Substrate Adhesion-Dependent Cell Spreading,1.0,2.026926473068566
Regulation Of Synapse Organization,1.0,2.522397388707549
Regulation Of T Cell Differentiation,1.0,1.867544220485397
Regulation Of Tau-Protein Kinase Activity,1.0,3.678496191865176
Regulation Of Telomerase Activity,1.0,2.2609293667073764
Regulation Of Transcription By RNA Polymerase I,1.0,2.2070977151191054
Regulation Of Transcription By RNA Polymerase II,1.0,1.4333918740256921
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia,1.0,4.414195430238211
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle,1.0,2.726414824558895
Regulation Of Transforming Growth Factor Beta Production,1.0,2.6485172581429266
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,1.0,1.8058072214610863
Regulation Of Transforming Growth Factor Beta2 Production,1.0,4.414195430238211
Regulation Of Translation,1.0,2.0459051853632158
Regulation Of Translational Initiation,1.0,2.2070977151191054
Regulation Of Triglyceride Biosynthetic Process,1.0,2.8968157510938264
Regulation Of Tumor Necrosis Factor Production,1.0,1.621541178454853
Regulation Of Tyrosine Phosphorylation Of STAT Protein,1.0,2.0691541079241613
Regulation Of Ubiquitin-Protein Transferase Activity,1.0,2.135901014631392
Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process,1.0,4.414195430238211
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation,1.0,2.2701576498367944
Regulation Of Vascular Endothelial Cell Proliferation,1.0,2.336926992479053
Regulation Of Vascular Endothelial Growth Factor Production,1.0,2.878823106677094
Regulation Of Viral Genome Replication,1.0,2.010035419126328
Regulation Of Vitamin D Biosynthetic Process,1.0,6.621293145357317
Regulation Of Wnt Signaling Pathway,1.0,1.479225064388337
"Regulation Of mRNA Splicing, Via Spliceosome",1.0,1.7166315562037486
Regulation Of mRNA Stability,1.0,1.7317228226319137
Regulation Of miRNA Metabolic Process,1.0,3.310646572678658
Regulation Of miRNA Transcription,1.0,3.2504529986299553
Regulation Of miRNA-mediated Gene Silencing,1.0,2.6485172581429266
Regulation Of pro-B Cell Differentiation,1.0,3.9727758872143903
Release Of Cytochrome C From Mitochondria,1.0,2.5749473343056235
Response To Amino Acid,1.0,2.590940796009385
Response To Amyloid-Beta,1.0,1.9684925567278506
Response To Cadmium Ion,1.0,2.726414824558895
Response To Endoplasmic Reticulum Stress,1.0,1.9113011141237615
Response To Epidermal Growth Factor,1.0,2.2070977151191054
Response To Gamma Radiation,1.0,2.6485172581429266
Response To Glucocorticoid,1.0,2.837697062295993
Response To Glucose,1.0,1.9562911565828434
Response To Insulin,1.0,2.174155958177029
Response To Iron Ion,1.0,3.3106465726786585
Response To Lipid,1.0,1.4045167278030672
Response To Lipopolysaccharide,1.0,1.6800296040458862
Response To Muscle Stretch,1.0,3.6116144429221726
Response To Organic Cyclic Compound,1.0,2.207097715119106
Response To Peptide Hormone,1.0,1.8058072214610863
Response To Reactive Oxygen Species,1.0,1.9747716398434103
Response To Steroid Hormone,1.0,1.9618646356614269
Response To Sterol,1.0,3.678496191865176
Response To Transforming Growth Factor Beta,1.0,2.3494911160945313
Response To Tumor Necrosis Factor,1.0,1.9943654052281072
Response To UV,1.0,2.015176174673966
Response To X-ray,1.0,3.3106465726786585
Ribosomal Large Subunit Export From Nucleus,1.0,5.297034516285853
Ribosome Assembly,1.0,1.8478027382392512
SMAD Protein Complex Assembly,1.0,6.621293145357317
SMAD Protein Signal Transduction,1.0,2.1557698612791265
Secondary Palate Development,1.0,3.56531169365394
Signal Transduction In Response To DNA Damage,1.0,1.78265584682697
Small GTPase Mediated Signal Transduction,1.0,1.479225064388337
Stimulatory C-type Lectin Receptor Signaling Pathway,1.0,2.5749473343056235
Stress Granule Assembly,1.0,3.454587728012513
T Cell Differentiation,1.0,1.820855614973262
T-helper 17 Cell Differentiation,1.0,4.414195430238211
T-helper 17 Cell Lineage Commitment,1.0,5.297034516285853
T-helper Cell Differentiation,1.0,2.336926992479053
Transcription By RNA Polymerase II,1.0,1.2557624930850084
Transforming Growth Factor Beta Receptor Signaling Pathway,1.0,2.470631770655715
Translation,1.0,1.442261873246148
Translesion Synthesis,1.0,2.5749473343056235
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,1.0,2.2651792339380297
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway,1.0,1.7848703261397985
Ubiquitin-Dependent Protein Catabolic Process,1.0,1.8188120059777815
Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway,1.0,3.7835960830613233
Vasculogenesis,1.0,2.913368983957219
Ventricular Cardiac Muscle Tissue Development,1.0,2.9427969534921408
