Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,PCGF5,GO_Biological_Process_2023
Endosomal Lumen Acidification (GO:0048388),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,CLCN3,GO_Biological_Process_2023
Positive Regulation Of Lipid Transport (GO:0032370),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,PRELID1,GO_Biological_Process_2023
Heterocycle Biosynthetic Process (GO:0018130),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,MOCS2,GO_Biological_Process_2023
Positive Regulation Of Platelet Aggregation (GO:1901731),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,IL6ST,GO_Biological_Process_2023
Programmed Necrotic Cell Death (GO:0097300),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,IPMK,GO_Biological_Process_2023
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,HPRT1,GO_Biological_Process_2023
Pyrimidine Nucleobase Metabolic Process (GO:0006206),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,DPYSL2,GO_Biological_Process_2023
Regulation Of T Cell Apoptotic Process (GO:0070232),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,PRELID1,GO_Biological_Process_2023
Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844),1/11,0.0861050024684553,0.3453327837515789,0,0,12.238888888888887,30.012053634065264,CALM2,GO_Biological_Process_2023
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),4/207,0.089446656209801,0.3493012244148284,0,0,2.433187718809059,5.873989741831195,LATS2;CAPRIN2;MCC;STK3,GO_Biological_Process_2023
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),3/130,0.0902113071739746,0.3493012244148284,0,0,2.90994094488189,7.000155400923807,GRM5;IL6ST;EFNA5,GO_Biological_Process_2023
Negative Regulation Of Kinase Activity (GO:0033673),2/62,0.0909554982962847,0.3493012244148284,0,0,4.094616977225673,9.816373001708104,SPRED1;EPHA1,GO_Biological_Process_2023
Cell Junction Organization (GO:0034330),2/62,0.0909554982962847,0.3493012244148284,0,0,4.094616977225673,9.816373001708104,GRM5;RAB8B,GO_Biological_Process_2023
Regulation Of T Cell Activation (GO:0050863),2/62,0.0909554982962847,0.3493012244148284,0,0,4.094616977225673,9.816373001708104,PRELID1;CD47,GO_Biological_Process_2023
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),3/132,0.0934000568600729,0.3493012244148284,0,0,2.86453488372093,6.791420698903426,MAP1B;FRY;UHMK1,GO_Biological_Process_2023
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),2/63,0.0934534674443941,0.3493012244148284,0,0,4.027288463496589,9.545848180760627,LATS2;BACH1,GO_Biological_Process_2023
G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,GRM5,GO_Biological_Process_2023
UV-damage Excision Repair (GO:0070914),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,DDB1,GO_Biological_Process_2023
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,EFNA5,GO_Biological_Process_2023
Regulation Of Sensory Perception (GO:0051931),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,ZFHX2,GO_Biological_Process_2023
Cellular Response To Leucine Starvation (GO:1990253),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,SESN3,GO_Biological_Process_2023
Polysaccharide Biosynthetic Process (GO:0000271),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,HAS3,GO_Biological_Process_2023
Detection Of Calcium Ion (GO:0005513),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,CALM2,GO_Biological_Process_2023
Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,CAPRIN2,GO_Biological_Process_2023
Positive Regulation Of Cellular Extravasation (GO:0002693),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,CD47,GO_Biological_Process_2023
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,SNX5,GO_Biological_Process_2023
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,SLC5A3,GO_Biological_Process_2023
Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,PLCG1,GO_Biological_Process_2023
Morphogenesis Of A Polarized Epithelium (GO:0001738),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,YAP1,GO_Biological_Process_2023
Regulation Of Cell Communication By Electrical Coupling (GO:0010649),1/12,0.09355733235428,0.3493012244148284,0,0,11.125701459034792,26.35879884341197,CALM2,GO_Biological_Process_2023
Response To Metal Ion (GO:0010038),2/64,0.0959712289628135,0.3571388356485027,0,0,3.962131837307153,9.286075451376671,AQP3;CALM2,GO_Biological_Process_2023
Positive Regulation Of DNA Biosynthetic Process (GO:2000573),2/65,0.0985082992261473,0.364686209836761,0,0,3.899043675441191,9.03648007353324,HSP90AA1;HMBOX1,GO_Biological_Process_2023
ATP Transport (GO:0015867),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,CD47,GO_Biological_Process_2023
Regulation Of Gastrulation (GO:0010470),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,LHX1,GO_Biological_Process_2023
Response To Progesterone (GO:0032570),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,YAP1,GO_Biological_Process_2023
Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,SNX5,GO_Biological_Process_2023
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,TNIP2,GO_Biological_Process_2023
Ether Lipid Metabolic Process (GO:0046485),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,PEX7,GO_Biological_Process_2023
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,HS3ST3B1,GO_Biological_Process_2023
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018),1/13,0.1009492626948692,0.364686209836761,0,0,10.198045267489713,23.385517356838168,ANK2,GO_Biological_Process_2023
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),2/67,0.1036384639561388,0.364686209836761,0,0,3.778690874343048,8.565713106424253,ANP32B;SENP1,GO_Biological_Process_2023
Regulation Of Neurogenesis (GO:0050767),2/67,0.1036384639561388,0.364686209836761,0,0,3.778690874343048,8.565713106424253,YAP1;FAIM,GO_Biological_Process_2023
Proteasomal Protein Catabolic Process (GO:0010498),4/220,0.1057175083109437,0.364686209836761,0,0,2.285231772653156,5.134880962292079,DDB1;SH3BGRL;FBXW7;FEM1C,GO_Biological_Process_2023
Negative Regulation Of Wnt Signaling Pathway (GO:0030178),3/140,0.1066079040802366,0.364686209836761,0,0,2.696167883211679,6.035635014310472,LATS2;MCC;STK3,GO_Biological_Process_2023
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,MDFIC,GO_Biological_Process_2023
Regulation Of Sensory Perception Of Pain (GO:0051930),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,ZFHX2,GO_Biological_Process_2023
Cellular Response To ATP (GO:0071318),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,P2RY1,GO_Biological_Process_2023
Polarized Epithelial Cell Differentiation (GO:0030859),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,YAP1,GO_Biological_Process_2023
Renal Water Homeostasis (GO:0003091),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,AQP3,GO_Biological_Process_2023
Positive Regulation Of Acute Inflammatory Response (GO:0002675),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,IL6ST,GO_Biological_Process_2023
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,LHFPL5,GO_Biological_Process_2023
Embryonic Cranial Skeleton Morphogenesis (GO:0048701),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,LHX1,GO_Biological_Process_2023
Endoderm Development (GO:0007492),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,LHX1,GO_Biological_Process_2023
Ethanol Metabolic Process (GO:0006067),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,ADH1B,GO_Biological_Process_2023
Positive Regulation Of Mitochondrial Translation (GO:0070131),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,METTL8,GO_Biological_Process_2023
Hyaluronan Metabolic Process (GO:0030212),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,HAS3,GO_Biological_Process_2023
Protein Homotrimerization (GO:0070207),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,SIGMAR1,GO_Biological_Process_2023
"Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)",1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,RPL7L1,GO_Biological_Process_2023
Protein Trimerization (GO:0070206),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,SIGMAR1,GO_Biological_Process_2023
Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,MDC1,GO_Biological_Process_2023
Monosaccharide Transmembrane Transport (GO:0015749),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,SLC5A3,GO_Biological_Process_2023
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,LHX1,GO_Biological_Process_2023
Negative Regulation Of Cilium Assembly (GO:1902018),1/14,0.1082812799250999,0.364686209836761,0,0,9.413105413105413,20.92554977633388,YAP1,GO_Biological_Process_2023
Regulation Of Heart Contraction (GO:0008016),2/69,0.1088402211621703,0.3654841746126133,0,0,3.665523315101511,8.129670077854106,ANK2;CALM2,GO_Biological_Process_2023
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),2/70,0.1114668055034185,0.3660426316055385,0,0,3.611435878699306,7.923593030336538,FBXW7;MCC,GO_Biological_Process_2023
Regulation Of Cellular Biosynthetic Process (GO:0031326),2/70,0.1114668055034185,0.3660426316055385,0,0,3.611435878699306,7.923593030336538,GRM5;CD47,GO_Biological_Process_2023
Positive Regulation Of Protein Modification Process (GO:0031401),4/225,0.1123114004988695,0.3660426316055385,0,0,2.232960528188053,4.882323321633878,HSP90AA1;P2RY1;EFNA5;CALM2,GO_Biological_Process_2023
Regulation Of Hydrolase Activity (GO:0051336),2/71,0.1141099305800917,0.3660426316055385,0,0,3.5589161940768745,7.724958549605901,EPHA1;EFNA5,GO_Biological_Process_2023
Negative Regulation Of Immune Effector Process (GO:0002698),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,CD47,GO_Biological_Process_2023
Negative Regulation Of Phagocytosis (GO:0050765),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,CD47,GO_Biological_Process_2023
Neurotrophin Signaling Pathway (GO:0038179),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,DDIT4,GO_Biological_Process_2023
Polyol Biosynthetic Process (GO:0046173),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,IPMK,GO_Biological_Process_2023
"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,SPRED1,GO_Biological_Process_2023
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Glucose Metabolic Process (GO:0010907),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,DDB1,GO_Biological_Process_2023
Positive Regulation Of Potassium Ion Transport (GO:0043268),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,ANK2,GO_Biological_Process_2023
Positive Regulation Of Transmembrane Transport (GO:0034764),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,C2CD5,GO_Biological_Process_2023
mRNA Methylation (GO:0080009),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,METTL8,GO_Biological_Process_2023
Regulation Of Activin Receptor Signaling Pathway (GO:0032925),1/15,0.1155538666355705,0.3660426316055385,0,0,8.740299823633157,18.861728539646958,ACVR2B,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),4/228,0.1163538949938987,0.3660426316055385,0,0,2.202717879604672,4.738308091409686,RYBP;SATB1;BMI1;ARID1B,GO_Biological_Process_2023
Regulation Of Cellular Localization (GO:0060341),2/72,0.1167691566431967,0.3660426316055385,0,0,3.507897071872227,7.533406503092571,HSP90AA1;FBXW7,GO_Biological_Process_2023
Monocarboxylic Acid Transport (GO:0015718),2/73,0.1194440499542317,0.3660426316055385,0,0,3.4583151080395416,7.348598736819862,SLC16A7;SLC16A14,GO_Biological_Process_2023
Negative Regulation Of Multicellular Organismal Process (GO:0051241),4/231,0.1204595921012153,0.3660426316055385,0,0,2.173274596182085,4.599607280428441,KLF7;SPRED1;MCC;ACVR2B,GO_Biological_Process_2023
Positive Regulation Of Phosphorylation (GO:0042327),4/231,0.1204595921012153,0.3660426316055385,0,0,2.173274596182085,4.599607280428441,HSP90AA1;P2RY1;EPHA1;EFNA5,GO_Biological_Process_2023
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),2/74,0.1221341826851661,0.3660426316055385,0,0,3.4101104209799864,7.170217458774195,FBXW7;ARID1B,GO_Biological_Process_2023
Negative Regulation Of Protein Phosphorylation (GO:0001933),3/149,0.1222805679552384,0.3660426316055385,0,0,2.5288099315068493,5.314135103139084,SPRED1;EPHA1;CALM2,GO_Biological_Process_2023
Axon Guidance (GO:0007411),3/149,0.1222805679552384,0.3660426316055385,0,0,2.5288099315068493,5.314135103139084,KLF7;LHX1;EFNA5,GO_Biological_Process_2023
Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,PLCG1,GO_Biological_Process_2023
Negative Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090201),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,PRELID1,GO_Biological_Process_2023
Activin Receptor Signaling Pathway (GO:0032924),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,ACVR2B,GO_Biological_Process_2023
Regulation Of Natural Killer Cell Activation (GO:0032814),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,KLRC3,GO_Biological_Process_2023
Regulation Of Nucleocytoplasmic Transport (GO:0046822),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,UHMK1,GO_Biological_Process_2023
Regulation Of Presynapse Assembly (GO:1905606),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,GPC4,GO_Biological_Process_2023
Regulation Of Presynapse Organization (GO:0099174),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,GPC4,GO_Biological_Process_2023
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,TNIP2,GO_Biological_Process_2023
Regulation Of Stem Cell Proliferation (GO:0072091),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,YAP1,GO_Biological_Process_2023
Cellular Response To Gamma Radiation (GO:0071480),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,YAP1,GO_Biological_Process_2023
Regulation Of Transforming Growth Factor Beta Production (GO:0071634),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,ITGB8,GO_Biological_Process_2023
Regulation Of Triglyceride Biosynthetic Process (GO:0010866),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,FBXW7,GO_Biological_Process_2023
Retinal Metabolic Process (GO:0042574),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,RDH11,GO_Biological_Process_2023
Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,IL6ST,GO_Biological_Process_2023
Positive Regulation Of Muscle Hypertrophy (GO:0014742),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,IL6ST,GO_Biological_Process_2023
Vasculature Development (GO:0001944),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,FBXW7,GO_Biological_Process_2023
Mesonephric Tubule Development (GO:0072164),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,LHX1,GO_Biological_Process_2023
Regulation Of Golgi Organization (GO:1903358),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,MAP2K1,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),1/16,0.1227675015182962,0.3660426316055385,0,0,8.157201646090535,17.109428178679863,CALM2,GO_Biological_Process_2023
Neuron Development (GO:0048666),3/150,0.1240718757058157,0.3660426316055385,0,0,2.5114795918367347,5.241192290355239,MAP1B;FRY;UHMK1,GO_Biological_Process_2023
Regulation Of Fat Cell Differentiation (GO:0045598),2/75,0.1248391328609948,0.3660426316055385,0,0,3.363226410278227,6.99796375998247,YAP1;CREB1,GO_Biological_Process_2023
Regulation Of Stress Fiber Assembly (GO:0051492),2/75,0.1248391328609948,0.3660426316055385,0,0,3.363226410278227,6.99796375998247,CD47;EPHA1,GO_Biological_Process_2023
Positive Regulation Of Neurogenesis (GO:0050769),2/75,0.1248391328609948,0.3660426316055385,0,0,3.363226410278227,6.99796375998247,CAPRIN2;FAIM,GO_Biological_Process_2023
Regulation Of Cellular Respiration (GO:0043457),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,PRELID1,GO_Biological_Process_2023
Negative Regulation Of Insulin Secretion (GO:0046676),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,KLF7,GO_Biological_Process_2023
NLS-bearing Protein Import Into Nucleus (GO:0006607),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,RGPD4,GO_Biological_Process_2023
Regulation Of Glucose Transmembrane Transport (GO:0010827),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,C2CD5,GO_Biological_Process_2023
Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,PLCG1,GO_Biological_Process_2023
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,CCNB1,GO_Biological_Process_2023
Neural Tube Development (GO:0021915),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,ARL13B,GO_Biological_Process_2023
Central Nervous System Neuron Development (GO:0021954),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,HSP90AA1,GO_Biological_Process_2023
Regulation Of Viral Transcription (GO:0046782),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,MDFIC,GO_Biological_Process_2023
Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,IL6ST,GO_Biological_Process_2023
Positive Regulation Of Dendrite Morphogenesis (GO:0050775),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,CAPRIN2,GO_Biological_Process_2023
Extracellular Matrix Assembly (GO:0085029),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,HAS3,GO_Biological_Process_2023
Positive Regulation Of Macrophage Activation (GO:0043032),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,TNIP2,GO_Biological_Process_2023
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,ANK2,GO_Biological_Process_2023
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,RASGEF1A,GO_Biological_Process_2023
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,ACSL4,GO_Biological_Process_2023
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,WBP4,GO_Biological_Process_2023
Purine-Containing Compound Biosynthetic Process (GO:0072522),1/17,0.1299226594874313,0.3660426316055385,0,0,7.64699074074074,15.606100540038362,HPRT1,GO_Biological_Process_2023
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),2/77,0.1302918265802974,0.3660426316055385,0,0,3.273209109730849,6.670729871900639,KLF7;MAP1B,GO_Biological_Process_2023
Sphingolipid Biosynthetic Process (GO:0030148),2/77,0.1302918265802974,0.3660426316055385,0,0,3.273209109730849,6.670729871900639,SAMD8;SGMS1,GO_Biological_Process_2023
Protein-Containing Complex Assembly (GO:0065003),5/328,0.1307014391494618,0.3662867492213313,0,0,1.911862679782106,3.890333981057045,YAP1;HSP90AA1;BBS10;DNAJB14;TBCA,GO_Biological_Process_2023
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),2/79,0.1357988699065125,0.3676536317085682,0,0,3.1878680325885296,6.364834785878127,CCNB1;LATS2,GO_Biological_Process_2023
Regulation Of Neuron Differentiation (GO:0045664),2/79,0.1357988699065125,0.3676536317085682,0,0,3.1878680325885296,6.364834785878127,ZEB1;ZFHX2,GO_Biological_Process_2023
Positive Regulation Of Protein Localization To Membrane (GO:1905477),2/79,0.1357988699065125,0.3676536317085682,0,0,3.1878680325885296,6.364834785878127,C2CD5;SLC5A3,GO_Biological_Process_2023
Protein Import Into Nucleus (GO:0006606),2/79,0.1357988699065125,0.3676536317085682,0,0,3.1878680325885296,6.364834785878127,RGPD4;STK3,GO_Biological_Process_2023
3'-UTR-mediated mRNA Stabilization (GO:0070935),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,ELAVL4,GO_Biological_Process_2023
Regulation Of Defense Response To Virus (GO:0050688),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,ZMPSTE24,GO_Biological_Process_2023
Regulation Of Epithelial Cell Differentiation (GO:0030856),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,KLF7,GO_Biological_Process_2023
Regulation Of Lymphocyte Activation (GO:0051249),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,KLRC3,GO_Biological_Process_2023
Regulation Of Protein Deacetylation (GO:0090311),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,SPRED1,GO_Biological_Process_2023
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,PLCG1,GO_Biological_Process_2023
Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,ANK2,GO_Biological_Process_2023
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,ANK2,GO_Biological_Process_2023
Detection Of Mechanical Stimulus (GO:0050982),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,LHFPL5,GO_Biological_Process_2023
Positive Regulation Of Chromosome Segregation (GO:0051984),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,CCNB1,GO_Biological_Process_2023
fatty-acyl-CoA Metabolic Process (GO:0035337),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,ACSL4,GO_Biological_Process_2023
Ureteric Bud Development (GO:0001657),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,LHX1,GO_Biological_Process_2023
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,CALM2,GO_Biological_Process_2023
Regulation Of Adaptive Immune Response (GO:0002819),1/18,0.1370198116411668,0.3676536317085682,0,0,7.19680464778504,14.304583045111348,IL6ST,GO_Biological_Process_2023
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),4/244,0.1389516662896872,0.3681549868564968,0,0,2.0541928721174005,4.054214892808198,MAP2K1;SPRED1;FBXW7;P2RY1,GO_Biological_Process_2023
Cellular Response To Interleukin-1 (GO:0071347),2/81,0.1413570911548795,0.3681549868564968,0,0,3.1068480226432897,6.078442612794376,TNIP2;CD47,GO_Biological_Process_2023
Regulation Of Centriole Replication (GO:0046599),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,TRIM37,GO_Biological_Process_2023
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,MAP2K1,GO_Biological_Process_2023
RNA-templated DNA Biosynthetic Process (GO:0006278),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,HSP90AA1,GO_Biological_Process_2023
