Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Cytokine-cytokine receptor interaction,2/295,0.69598731126291,0.763114109805486,0,0,0.828609585991987,0.3003078761015967,IL6ST;ACVR2B,KEGG_2021_Human
Breast cancer,1/147,0.7010222642130735,0.763114109805486,0,0,0.832530018603078,0.2957276765552045,MAP2K1,KEGG_2021_Human
Retrograde endocannabinoid signaling,1/148,0.7034769633431941,0.763114109805486,0,0,0.8268245569832872,0.2908108561679049,GRM5,KEGG_2021_Human
Gastric cancer,1/149,0.7059116311350795,0.763114109805486,0,0,0.8211961961961962,0.2859940720320198,MAP2K1,KEGG_2021_Human
Spliceosome,1/150,0.7083264301271434,0.763114109805486,0,0,0.8156433838760461,0.2812748101932383,CRNKL1,KEGG_2021_Human
Huntington disease,2/306,0.71506876811087,0.7661451086902178,0,0,0.798177508989866,0.2676900286208309,GRM5;CREB1,KEGG_2021_Human
Hepatitis C,1/157,0.7246870690033453,0.7722075325445483,0,0,0.7787670148781259,0.2507749299572653,MAP2K1,KEGG_2021_Human
Necroptosis,1/159,0.7291916881086358,0.7727846694629563,0,0,0.7688310673542741,0.242811178150398,HSP90AA1,KEGG_2021_Human
JAK-STAT signaling pathway,1/162,0.7358116260382586,0.7755852274457319,0,0,0.7543900007668124,0.231432621343096,IL6ST,KEGG_2021_Human
Wnt signaling pathway,1/166,0.7443886611893173,0.7804074673758972,0,0,0.7359521137298916,0.2172471664043624,GPC4,KEGG_2021_Human
Tight junction,1/169,0.7506392920564762,0.7827522029465928,0,0,0.7226998824221046,0.2072920406065497,RAB8B,KEGG_2021_Human
Influenza A,1/172,0.7567379859208775,0.7849144002902718,0,0,0.7099126416865208,0.197879776938126,MAP2K1,KEGG_2021_Human
Neuroactive ligand-receptor interaction,2/341,0.7692289250494557,0.7936488909240417,0,0,0.7144872570036095,0.1874576365944631,GRM5;P2RY1,KEGG_2021_Human
Epstein-Barr virus infection,1/202,0.8101339817948733,0.8314532971052647,0,0,0.6030342116577606,0.1269722515860593,MAP2K4,KEGG_2021_Human
Endocytosis,1/252,0.8744822679994825,0.8905025520477762,0,0,0.4816782253701244,0.0646042545605242,SNX5,KEGG_2021_Human
Olfactory transduction,2/440,0.8768025127855027,0.8905025520477762,0,0,0.5501857681726652,0.0723348469044921,PRKG2;CALM2,KEGG_2021_Human
Prion disease,1/273,0.8945425098628084,0.9038123804313348,0,0,0.4440132534495279,0.0494821039827229,CREB1,KEGG_2021_Human
Amyotrophic lateral sclerosis,1/364,0.9505205417810072,0.9554201322025588,0,0,0.3311566846920382,0.0168047134419932,SIGMAR1,KEGG_2021_Human
Herpes simplex virus 1 infection,1/498,0.9838672318997062,0.9838672318997062,0,0,0.2402066721315547,0.0039067976927501,POU2F1,KEGG_2021_Human
